id,sett_prod,anno,imballo,lotto,desc1,desc2,desc3,q_iniz,mov,magazzino,mv,mo,cv,co,ce,contratto,acquirente,created_at,updated_at,rt,lotto_padre,anno_raccolta,conto_lavoro
11,43,2025,BIG BAG N° 9,S106/2025,BIOLOGICHE,SGUSCIATE,13/15,1000,0,Vignanello,0.002,0.04,0,0.1133,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
13,43,2025,BIG BAG N° 11,S106/2025,BIOLOGICHE,SGUSCIATE,13/15,1000,0,Vignanello,0.002,0.04,0,0.1333,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
14,15,2026,BIG BAG N° 1,S109/2025,BIOLOGICHE,SGUSCIATE,13/15,1000,0,Vignanello,0.001,0.05,0,0.11,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
15,15,2026,BIG BAG N° 2,S109/2025,BIOLOGICHE,SGUSCIATE,13/15,670,0,Vignanello,0.001,0.05,0,0.11,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
16,43,2025,BIG BAG,VARI,BIOLOGICHE,SCARTI,13/15,560,0,Vignanello,0.359,0.09,0,0.37,0.026,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
17,43,2025,BIG BAG,VARI,BIOLOGICHE,SCARTI,11/13,415,0,Vignanello,0.426,0.12,0,0.29,0.018,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
18,45,2025,BIG BAG N°3,S102/2025,FAIR FOR LIFE,SGUSCIATE,9/11,746,0,Vignanello,0.003,0.02,0,0.0666,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
19,7,2026,BIG BAG N°1,S103/2025,FAIR FOR LIFE,SGUSCIATE,9/11,1000,0,Vignanello,0.002,0.01,0,0.1033,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
20,7,2026,BIG BAG N° 11,S103/2025,FAIR FOR LIFE,SGUSCIATE,11/13,1000,0,Vignanello,0.002,0.0366,0,0.1,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
21,7,2026,BIG BAG N° 12,S103/2025,FAIR FOR LIFE,SGUSCIATE,11/13,1000,0,Vignanello,0.001,0.0333,0,0.1033,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
22,10,2026,BIG BAG N° 1,S104/2025,FAIR FOR LIFE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.0333,0,0.1,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
23,10,2026,BIG BAG N° 2,S104/2025,FAIR FOR LIFE,SGUSCIATE,11/13,1000,0,Vignanello,0.002,0.03,0,0.0633,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
24,10,2026,BIG BAG N° 4,S104/2025,FAIR FOR LIFE,SGUSCIATE,11/13,1000,0,Vignanello,0.002,0.03,0,0.1133,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
25,10,2026,BIG BAG N° 6,S104/2025,FAIR FOR LIFE,SGUSCIATE,11/13,1000,0,Vignanello,0.002,0.0333,0,0.0866,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
26,12,2026,BIG BAG N° 1,S105/2025,FAIR FOR LIFE,SGUSCIATE,11/13,1000,0,Vignanello,0.002,0.0466,0,0.1433,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
27,12,2026,BIG BAG N° 2,S105/2025,FAIR FOR LIFE,SGUSCIATE,11/13,1000,0,Vignanello,0,0.03,0,0.13,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
28,12,2026,BIG BAG N° 3,S105/2025,FAIR FOR LIFE,SGUSCIATE,11/13,1000,0,Vignanello,0.001,0.02,0,0.0566,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
29,12,2026,BIG BAG N° 4,S105/2025,FAIR FOR LIFE,SGUSCIATE,11/13,1000,0,Vignanello,0.001,0.0133,0,0.0533,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
30,12,2026,BIG BAG N° 5,S105/2025,FAIR FOR LIFE,SGUSCIATE,11/13,962,0,Vignanello,0,0,0,0,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
31,10,2026,BIG BAG N° 1,S104/2025,FAIR FOR LIFE,SGUSCIATE,13/15,1000,0,Vignanello,0.002,0.03,0,0.1266,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
32,10,2026,BIG BAG N° 4,S104/2025,FAIR FOR LIFE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.03,0,0.1166,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
33,10,2026,BIG BAG N° 7,S104/2025,FAIR FOR LIFE,SGUSCIATE,13/15,1000,0,Vignanello,0,0.02,0,0.1033,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
34,12,2026,BIG BAG N° 1,S105/2025,FAIR FOR LIFE,SGUSCIATE,13/15,1000,0,Vignanello,0.001,0.0366,0,0.1233,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
35,12,2026,BIG BAG N° 2,S105/2025,FAIR FOR LIFE,SGUSCIATE,13/15,1000,0,Vignanello,0.003,0.0233,0,0.1366,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
36,12,2026,BIG BAG N° 3,S105/2025,FAIR FOR LIFE,SGUSCIATE,13/15,1000,0,Vignanello,0.002,0.02,0,0.0933,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
37,12,2026,BIG BAG N° 4,S105/2025,FAIR FOR LIFE,SGUSCIATE,13/15,1000,0,Vignanello,0.002,0.0233,0,0.0833,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
38,12,2026,BIG BAG N° 5,S105/2025,FAIR FOR LIFE,SGUSCIATE,13/15,1000,0,Vignanello,0.001,0.0166,0,0.0733,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
39,12,2026,BIG BAG N° 6,S105/2025,FAIR FOR LIFE,SGUSCIATE,13/15,1000,0,Vignanello,0.001,0.02,0,0.0666,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
40,12,2026,BIG BAG N° 7,S105/2025,FAIR FOR LIFE,SGUSCIATE,13/15,1100,0,Vignanello,0.002,0.0233,0,0.07,0,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
41,7,2026,BIG BAG,S103/2026,FAIR FOR LIFE,ROTTAME,DA SCEGLIERE,990,0,Vignanello,0.365,0,0,0,0.139,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
42,7,2026,BIG BAG,S103/2026,FAIR FOR LIFE,ROTTAME,DA SCEGLIERE,872,0,Vignanello,0.392,0,0,0,0.164,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
43,10,2026,BIG BAG,S104/2026,FAIR FOR LIFE,ROTTAME,DA SCEGLIERE,931,0,Vignanello,0.356,0,0,0,0.236,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
44,10,2026,BIG BAG,S104/2026,FAIR FOR LIFE,ROTTAME,DA SCEGLIERE,949,0,Vignanello,0.413,0,0,0,0.197,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
45,10,2026,BIG BAG,S104/2026,FAIR FOR LIFE,ROTTAME,DA SCEGLIERE,1026,0,Vignanello,0.009,0,0,0,0.004,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
46,10,2026,BIG BAG,S104/2026,FAIR FOR LIFE,ROTTAME,DA SCEGLIERE,926,0,Vignanello,0.307,0,0,0,0.158,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
47,12,2026,BIG BAG,S105/2025,FAIR FOR LIFE,ROTTAME,DA SCEGLIERE,890,0,Vignanello,0.275,0,0,0,0.116,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
48,12,2026,BIG BAG,S105/2025,FAIR FOR LIFE,ROTTAME,DA SCEGLIERE,940,0,Vignanello,0.284,0,0,0,0.158,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
49,12,2026,BIG BAG,S105/2025,FAIR FOR LIFE,ROTTAME,DA SCEGLIERE,746,0,Vignanello,0.012,0,0,0,0.008,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
50,10,2026,BIG BAG,S102-S103-S104-S105/2025,FAIR FOR LIFE,SCARTI,11/13,665,665,Vignanello,0.365,0.22,0,0.18,0.005,,,2026-07-25T09:48:09.251471+00:00,2026-07-25T09:48:09.251471+00:00,0,,2025,false
51,10,2026,BIG BAG,S102-S103-S104-S105/2025,FAIR FOR LIFE,SCARTI,13/15,653,653,Vignanello,0.329,0.25,0,0.23,0.019,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
52,16,2026,BIG BAG N° 1,SO042026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Fabbrica,0.002,0.015,0,0.035,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
53,16,2026,BIG BAG N° 2,SO042026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Fabbrica,0.002,0.005,0,0.045,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
54,17,2026,BIG BAG N° 3,SO04/2026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Fabbrica,0.001,0.005,0,0.02,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
55,24,2026,BIG BAG N° 1,SO062026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Vignanello,0.008,0.0433,0,0.0666,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
56,24,2026,BIG BAG N° 2,SO062026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Vignanello,0.012,0.04,0,0.0233,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
57,24,2026,BIG BAG N° 3,SO062026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Vignanello,0.013,0.04,0,0.0433,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
58,24,2026,BIG BAG N° 4,SO062026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Vignanello,0.01,0.0266,0,0.0466,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
59,24,2026,BIG BAG N° 5,SO062026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Vignanello,0.018,0.0333,0,0.0566,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
60,24,2026,BIG BAG N° 6,SO062026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Vignanello,0.013,0.0466,0,0.0433,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
61,24,2026,BIG BAG N° 7,SO062026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Fabbrica,0.01,0.04,0,0.0533,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
62,29,2026,BIG BAG N° 1,SO072026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Fabbrica,0.028,0.04,0,0.0733,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
63,29,2026,BIG BAG N° 2,SO072026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Fabbrica,0.015,0.0266,0,0.0366,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
64,29,2026,BIG BAG N° 3,SO072026,CONVENZIONALI,SGUSCIATE,9/11,1046,0,Fabbrica,0.016,0.0166,0,0.0466,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
65,17,2026,BIG 5,FA04/2026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Fabbrica,0.007,0.0166,0,0.0066,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.036,,2025,false
66,17,2026,BIG 6,FA04/2026,CONVENZIONALI,SGUSCIATE,9/11,429,0,Fabbrica,0.006,0.02,0,0.0166,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.043,,2025,false
67,21,2026,BIG 7,FA05/2026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Fabbrica,0.012,0.04,0,0.0666,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.065,,2025,false
68,25,2026,BIG 8,FA06/2026,CONVENZIONALI,SGUSCIATE,9/11,1000,0,Fabbrica,0.009,0.0233,0,0.04,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.077,,2025,false
69,25,2026,BIG 9,FA06/2026,CONVENZIONALI,SGUSCIATE,9/11,1060,0,Fabbrica,0.011,0.0366,0,0.0533,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.04,,2025,false
70,20,2026,BIG 3,FI1459/2026,CONVENZIONALI,SGUSCIATE,9/11,635,0,Fabbrica,0.024,0.06,0,0.13,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0,,2025,false
71,43,2025,BIG 8,FA10/2025,CONVENZIONALI,SGUSCIATE,11/13,500,0,Fabbrica,0.118,0.08,0,0.0633,0.2,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.018,,2025,false
72,45,2025,BIG 3,FA11/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.0366,0,0.0333,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.009,,2025,false
73,45,2025,BIG 5,FA11/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0366,0,0.04,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.009,,2025,false
74,48,2025,BIG 6,FA11/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.03,0,0.04,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.008,,2025,false
75,48,2025,BIG 7,FA11/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.03,0,0.06,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.005,,2025,false
76,48,2025,BIG 8,FA11/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.0333,0,0.02,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.009,,2025,false
77,49,2025,BIG 9,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,500,0,Fabbrica,0.002,0.04,0,0.04,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.015,,2025,false
78,49,2025,BIG 11,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.02,0,0.06,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.013,,2025,false
79,49,2025,BIG 12,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0266,0,0.03,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.012,,2025,false
80,49,2025,BIG 13,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.03,0,0.03,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.008,,2025,false
81,49,2025,BIG 14,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0366,0,0.0333,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.011,,2025,false
82,49,2025,BIG 15,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.03,0,0.0333,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.011,,2025,false
83,50,2025,BIG 17,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.0266,0,0.06,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.009,,2025,false
84,50,2025,BIG 18,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.0266,0,0.04,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.006,,2025,false
85,50,2025,BIG 19,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0366,0,0.0433,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.008,,2025,false
86,50,2025,BIG 20,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,681,0,Fabbrica,0.006,0.03,0,0.0466,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.004,,2025,false
87,17,2026,BIG 21,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0266,0,0.05,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.007,,2025,false
88,17,2026,BIG 22,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.0333,0,0.0333,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.008,,2025,false
89,17,2026,BIG 23,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0233,0,0.04,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.003,,2025,false
90,17,2026,BIG 24,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.02,0,0.0566,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.008,,2025,false
91,17,2026,BIG 25,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,901,0,Fabbrica,0.003,0.0266,0,0.02,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.017,,2025,false
92,18,2026,BIG 26,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.0566,0,0.05,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.03,,2025,false
93,18,2026,BIG 27,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.08,0,0.0566,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.013,,2025,false
94,20,2026,BIG 28,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.06,0,0.08,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.007,,2025,false
95,20,2026,BIG 29,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.05,0,0.05,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.016,,2025,false
96,20,2026,BIG 30,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0633,0,0.0433,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.015,,2025,false
97,23,2026,BIG 31,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.01,0.0333,0,0.06,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.022,,2025,false
98,23,2026,BIG 32,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.007,0.06,0,0.0466,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.007,,2025,false
99,23,2026,BIG 33,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.008,0.0633,0,0.0433,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.022,,2025,false
100,23,2026,BIG 34,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.005,0.03,0,0.0433,0,,,2026-07-25T09:48:09.621144+00:00,2026-07-25T09:48:09.621144+00:00,0.002,,2025,false
101,23,2026,BIG 35,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.005,0.0566,0,0.0666,0,,,2026-07-25T09:48:09.910654+00:00,2026-07-25T09:48:09.910654+00:00,0.012,,2025,false
102,23,2026,BIG 36,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0466,0,0.0766,0,,,2026-07-25T09:48:09.910654+00:00,2026-07-25T09:48:09.910654+00:00,0.026,,2025,false
103,25,2026,BIG 37,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0266,0,0.0433,0,,,2026-07-25T09:48:09.910654+00:00,2026-07-25T09:48:09.910654+00:00,0.005,,2025,false
104,25,2026,BIG 38,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.006,0.03,0,0.05,0,,,2026-07-25T09:48:09.910654+00:00,2026-07-25T09:48:09.910654+00:00,0.01,,2025,false
105,25,2026,BIG 39,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0366,0,0.05,0,,,2026-07-25T09:48:09.910654+00:00,2026-07-25T09:48:09.910654+00:00,0.002,,2025,false
106,25,2026,BIG 40,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.02,0,0.0533,0,,,2026-07-25T09:48:09.910654+00:00,2026-07-25T09:48:09.910654+00:00,0.003,,2025,false
107,25,2026,BIG 41,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.03,0,0.05,0,,,2026-07-25T09:48:09.910654+00:00,2026-07-25T09:48:09.910654+00:00,0.008,,2025,false
108,25,2026,BIG 42,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.0366,0,0.09,0,,,2026-07-25T09:48:09.910654+00:00,2026-07-25T09:48:09.910654+00:00,0.004,,2025,false
109,25,2026,BIG 43,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.06,0,0.0433,0,,,2026-07-25T09:48:09.910654+00:00,2026-07-25T09:48:09.910654+00:00,0.008,,2025,false
110,25,2026,BIG 44,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,310,0,Fabbrica,0.008,0.05,0,0.0466,0,,,2026-07-25T09:48:09.910654+00:00,2026-07-25T09:48:09.910654+00:00,0.018,,2025,false
111,46,2025,BIG BAG N° 2,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.0233,0,0.0633,0,,,2026-07-25T09:48:09.910654+00:00,2026-07-25T09:48:09.910654+00:00,0,,2025,false
