id,sett_prod,anno,imballo,lotto,desc1,desc2,desc3,q_iniz,mov,magazzino,mv,mo,cv,co,ce,contratto,acquirente,created_at,updated_at,rt,lotto_padre,anno_raccolta,conto_lavoro
55,49,2025,BIG 12,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0266,0,0.03,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.012,,2025,false
56,49,2025,BIG 13,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.03,0,0.03,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.008,,2025,false
57,49,2025,BIG 14,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0366,0,0.0333,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.011,,2025,false
58,49,2025,BIG 15,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.03,0,0.0333,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.011,,2025,false
59,50,2025,BIG 17,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.0266,0,0.06,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.009,,2025,false
60,50,2025,BIG 18,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.0266,0,0.04,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.006,,2025,false
61,50,2025,BIG 19,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0366,0,0.0433,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.008,,2025,false
62,50,2025,BIG 20,FA12/2025,CONVENZIONALI,SGUSCIATE,11/13,681,0,Fabbrica,0.006,0.03,0,0.0466,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.004,,2025,false
63,17,2026,BIG 21,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0266,0,0.05,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.007,,2025,false
64,17,2026,BIG 22,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.0333,0,0.0333,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.008,,2025,false
65,17,2026,BIG 23,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0233,0,0.04,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.003,,2025,false
66,17,2026,BIG 24,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.02,0,0.0566,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.008,,2025,false
67,17,2026,BIG 25,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,901,0,Fabbrica,0.003,0.0266,0,0.02,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.017,,2025,false
68,18,2026,BIG 26,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.0566,0,0.05,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.03,,2025,false
69,18,2026,BIG 27,FA04/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.08,0,0.0566,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.013,,2025,false
70,20,2026,BIG 28,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.06,0,0.08,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.007,,2025,false
71,20,2026,BIG 29,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.05,0,0.05,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.016,,2025,false
72,20,2026,BIG 30,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0633,0,0.0433,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.015,,2025,false
73,23,2026,BIG 31,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.01,0.0333,0,0.06,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.022,,2025,false
74,23,2026,BIG 32,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.007,0.06,0,0.0466,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.007,,2025,false
75,23,2026,BIG 33,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.008,0.0633,0,0.0433,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.022,,2025,false
76,23,2026,BIG 34,FA05/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.005,0.03,0,0.0433,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.002,,2025,false
77,23,2026,BIG 35,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.005,0.0566,0,0.0666,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.012,,2025,false
78,23,2026,BIG 36,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0466,0,0.0766,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.026,,2025,false
79,25,2026,BIG 37,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0266,0,0.0433,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.005,,2025,false
80,25,2026,BIG 38,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.006,0.03,0,0.05,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.01,,2025,false
81,25,2026,BIG 39,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0366,0,0.05,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.002,,2025,false
82,25,2026,BIG 40,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.02,0,0.0533,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.003,,2025,false
83,25,2026,BIG 41,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.03,0,0.05,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.008,,2025,false
84,25,2026,BIG 42,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.0366,0,0.09,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.004,,2025,false
85,25,2026,BIG 43,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.06,0,0.0433,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.008,,2025,false
86,25,2026,BIG 44,FA06/2026,CONVENZIONALI,SGUSCIATE,11/13,310,0,Fabbrica,0.008,0.05,0,0.0466,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0.018,,2025,false
87,46,2025,BIG BAG N° 2,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.0233,0,0.0633,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
88,46,2025,BIG BAG N° 3,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.002,0.0266,0,0.0633,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
89,46,2025,BIG BAG N° 5,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.03,0,0.0866,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
90,46,2025,BIG BAG N° 6,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.001,0.0266,0,0.0933,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
91,46,2025,BIG BAG N° 7,SO112025,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0,0.0233,0,0.1066,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
92,46,2025,BIG BAG N° 8,SO112025,CONVENZIONALI,SGUSCIATE,11/13,450,0,Fabbrica,0.001,0.03,0,0.0666,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
93,16,2026,BIG BAG N° 9,SO042026,CONVENZIONALI,SGUSCIATE,11/13,303,0,Fabbrica,0.003,0.03,0,0.132,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
94,24,2026,BIG BAG N° 21,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.01,0.0366,0,0.06,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
95,24,2026,BIG BAG N° 22,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.008,0.0466,0,0.0533,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
96,24,2026,BIG BAG N° 23,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.007,0.0433,0,0.0533,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
97,24,2026,BIG BAG N° 24,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.005,0.0366,0,0.07,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
98,24,2026,BIG BAG N° 25,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.004,0.04,0,0.06,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
99,24,2026,BIG BAG N° 26,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.011,0.0366,0,0.0466,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
100,24,2026,BIG BAG N° 27,SO062026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Vignanello,0.01,0.04,0,0.0566,0,,,2026-08-03T19:39:07.054852+00:00,2026-08-03T19:39:07.054852+00:00,0,,2025,false
101,29,2026,BIG BAG N° 1,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.006,0.0333,0,0.0533,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
102,29,2026,BIG BAG N° 2,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.007,0.04,0,0.0666,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
103,29,2026,BIG BAG N° 3,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.005,0.0366,0,0.1033,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
104,29,2026,BIG BAG N° 4,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.006,0.0266,0,0.09,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
105,29,2026,BIG BAG N° 5,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.008,0.03,0,0.0833,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
106,29,2026,BIG BAG N° 6,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.006,0.03,0,0.0633,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
107,29,2026,BIG BAG N° 7,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.005,0.0433,0,0.0566,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
108,29,2026,BIG BAG N° 8,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.0366,0,0.07,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
109,29,2026,BIG BAG N° 9,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.003,0.0266,0,0.0466,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
110,29,2026,BIG BAG N° 10,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.03,0,0.0766,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
111,29,2026,BIG BAG N° 11,SO072026,CONVENZIONALI,SGUSCIATE,11/13,1000,0,Fabbrica,0.004,0.0266,0,0.0566,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
112,29,2026,BIG BAG N° 12,SO072026,CONVENZIONALI,SGUSCIATE,11/13,995,0,Fabbrica,0.005,0.04,0,0.0733,0,,,2026-08-03T19:39:07.240176+00:00,2026-08-03T19:39:07.240176+00:00,0,,2025,false
